"PVWatts Hourly PV Performance Data"
"Requested Location","detroit, mi"
"Location","Lat, Lng: 42.33, -83.06"
"Latitude (DD)","42.33"
"Longitude (DD)","-83.06"
"Elevation (m)","186.44999694824"
"DC System Size (kW)","80"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","10","15","354","322","23","2.2","0.12","592.262","36.82","38234.55","36562.662"
"7","10","16","642","151","23","1.9","0.12","537.466","36.377","35285.374","33717.988"
"7","10","17","589","113","23","1.6","0.12","342.224","32.025","22164.849","21062.375"
"7","10","18","446","80","22","1.6","0.12","148.185","25.743","8277.827","7667.426"
"7","10","19","168","35","21","1.5","0.12","26.48","21.702","1516.697","1145.869"
"7","10","20","0","0","20","1.4","0.12","0","20","0","0"
"7","10","21","0","0","20","1.2","0.12","0","20","0","0"
"7","10","22","0","0","19","1.1","0.12","0","19","0","0"
"7","10","23","0","0","19","1","0.12","0","19","0","0"
"7","11","0","0","0","19","0.7","0.12","0","19","0","0"
"7","11","1","0","0","19","0.5","0.12","0","19","0","0"
"7","11","2","0","0","19","0.3","0.12","0","19","0","0"
"7","11","3","0","0","19","0.3","0.12","0","19","0","0"
"7","11","4","0","0","19","0.5","0.12","0","19","0","0"
"7","11","5","103","19","20","0.9","0.12","14.53","20.394","577.974","240.409"
"7","11","6","411","68","21","1.2","0.12","105.109","23.847","5462.626","4951.979"
"7","11","7","167","164","22","1.2","0.12","208.058","28.019","13514.151","12718.206"
"7","11","8","15","198","23","1.1","0.12","192.621","28.72","12515.337","11754.784"
"7","11","9","734","146","25","1.1","0.12","688.518","45.498","43401.251","41546.287"
"7","11","10","39","347","26","1.3","0.12","369.44","36.408","23347.439","22203.061"
"7","11","11","367","402","27","1.5","0.12","762.692","47.553","46773.319","44798.869"
"7","11","12","187","471","28","1.4","0.12","659.395","46.146","40405.237","38656.434"
"7","11","13","15","286","28","1.1","0.12","285.164","36.417","17786.048","16838.733"
"7","11","14","411","353","29","0.9","0.12","732.92","51.859","44306.554","42419.511"
"7","11","15","274","342","28","1","0.12","550.323","44.742","34300.375","32767.891"
"7","11","16","120","274","28","1.1","0.12","334.151","37.927","21304.287","20232.306"
"7","11","17","523","126","27","1","0.12","326.838","36.935","20745.315","19693.141"
"7","11","18","370","90","26","0.7","0.12","143.771","30.566","8066.176","7463.274"
"7","11","19","129","35","25","0.5","0.13","28.078","25.959","1574.094","1201.233"
"7","11","20","0","0","24","0.6","0.13","0","24","0","0"
"7","11","21","0","0","23","0.8","0.13","0","23","0","0"
"7","11","22","0","0","23","1.1","0.13","0","23","0","0"
"7","11","23","0","0","22","1.4","0.13","0","22","0","0"
"7","12","0","0","0","22","1.6","0.13","0","22","0","0"
"7","12","1","0","0","22","1.9","0.13","0","22","0","0"
"7","12","2","0","0","21","2","0.13","0","21","0","0"
"7","12","3","0","0","21","1.8","0.13","0","21","0","0"
"7","12","4","0","0","21","1.6","0.13","0","21","0","0"
"7","12","5","0","7","22","1.7","0.13","6.474","22.145","244.545","0"
"7","12","6","0","53","22","1.9","0.13","49.04","23.219","3115.512","2688.032"
"7","12","7","7","135","23","2.4","0.13","126.926","25.859","8299.47","7688.302"
"7","12","8","62","238","23","3","0.13","257.973","28.214","16999.757","16080.303"
"7","12","9","169","336","23","3.4","0.13","449.8","31.503","29464.54","28103.409"
"7","12","10","66","377","24","3.6","0.13","422.85","31.726","27347.453","26061.339"
"7","12","11","51","402","24","3.8","0.13","441.728","31.821","28446.671","27121.607"
"7","12","12","19","323","25","4.2","0.13","325.537","30.437","20871.757","19815.103"
"7","12","13","9","199","26","4.5","0.13","195.993","29.142","12440.263","11682.37"
"7","12","14","155","420","27","4.3","0.13","555.851","36.179","35534.759","33958.537"
"7","12","15","284","339","27","3.9","0.13","555.38","36.734","35780.349","34195.424"
"7","12","16","360","243","26","3.6","0.13","451.51","34.303","29624.954","28258.139"
"7","12","17","516","127","25","3","0.13","325.054","31.555","21089.088","20024.732"
"7","12","18","321","99","24","2.7","0.13","143.194","26.953","8316.242","7704.48"
"7","12","19","81","35","24","2.6","0.13","28.067","24.595","1576.636","1203.685"
"7","12","20","0","0","23","2.6","0.13","0","23","0","0"
"7","12","21","0","0","23","2.6","0.13","0","23","0","0"
"7","12","22","0","0","23","2.6","0.13","0","23","0","0"
"7","12","23","0","0","23","2.2","0.13","0","23","0","0"
"7","13","0","0","0","23","1.9","0.13","0","23","0","0"
"7","13","1","0","0","23","1.9","0.13","0","23","0","0"
"7","13","2","0","0","22","2.3","0.13","0","22","0","0"
"7","13","3","0","0","22","2.5","0.13","0","22","0","0"
"7","13","4","0","0","22","2.7","0.13","0","22","0","0"
"7","13","5","0","11","22","2.8","0.13","10.186","22.185","394.144","63.093"
"7","13","6","32","81","22","3","0.13","75.876","23.527","4796.898","4309.84"
"7","13","7","236","156","23","3.3","0.13","224.39","27.301","14571.255","13737.852"
"7","13","8","194","249","24","3.6","0.13","343.008","30.305","22702.918","21581.379"
"7","13","9","61","311","25","3.9","0.13","342.061","30.987","22235.768","21130.782"
"7","13","10","27","319","25","4","0.13","331.543","30.706","21373.02","20298.604"
"7","13","11","57","410","26","4.1","0.13","455.644","33.725","29146.913","27797.037"
"7","13","12","124","466","26","4.3","0.13","591.676","35.756","37714.524","36061.063"
"7","13","13","3","149","27","4.2","0.13","142.621","29.382","8930.596","8297.065"
"7","13","14","160","420","27","4.1","0.13","560.529","36.52","35795.894","34210.418"
"7","13","15","67","334","27","3.9","0.13","372.62","33.519","23979.533","22812.758"
"7","13","16","352","244","27","3.5","0.13","447.763","35.361","29246.904","27893.485"
"7","13","17","199","183","26","3.1","0.13","249.337","30.954","16206.685","15315.333"
"7","13","18","448","77","25","2.5","0.13","145.487","28.062","8002.682","7402.03"
"7","13","19","178","32","23","1.9","0.13","24.177","23.585","1347.405","982.576"
"7","13","20","0","0","21","1.7","0.13","0","21","0","0"
"7","13","21","0","0","21","1.8","0.13","0","21","0","0"
"7","13","22","0","0","20","2","0.13","0","20","0","0"
"7","13","23","0","0","20","2.2","0.13","0","20","0","0"
"7","14","0","0","0","19","2.2","0.13","0","19","0","0"
"7","14","1","0","0","19","2.1","0.13","0","19","0","0"
"7","14","2","0","0","18","2.1","0.13","0","18","0","0"
"7","14","3","0","0","18","2.1","0.13","0","18","0","0"
"7","14","4","0","0","18","2.3","0.13","0","18","0","0"
"7","14","5","0","23","18","2.8","0.13","20.231","18.367","826.576","480.203"
"7","14","6","505","54","19","3.4","0.13","101.888","20.756","4995.278","4501.19"
"7","14","7","689","75","21","3.6","0.13","303.659","26.511","19421.7","18416.427"
"7","14","8","790","88","22","3.7","0.13","521.014","31.468","35082.09","33521.907"
"7","14","9","852","96","23","3.7","0.13","720.281","36.057","47282.321","45289.835"
"7","14","10","889","100","24","3.8","0.13","879.477","39.679","56481.307","54162.865"
"7","14","11","162","451","25","3.8","0.13","606.664","35.754","38788.515","37096.999"
"7","14","12","905","110","25","3.7","0.13","1022.217","43.471","64162.529","61571.911"
"7","14","13","457","376","25","3.6","0.13","839.419","40.364","53058.184","50861.037"
"7","14","14","160","419","25","3.4","0.13","559.704","35.555","35882.706","34294.154"
"7","14","15","775","139","24","3.3","0.13","744.333","38.343","48239.794","46213.381"
"7","14","16","320","251","24","3.2","0.13","435.411","32.526","28728.248","27393.206"
"7","14","17","356","160","23","3","0.13","291.111","28.875","19097.254","18103.477"
"7","14","18","492","71","22","2.5","0.13","148.221","25.104","8138.301","7532.844"
"7","14","19","217","30","20","2.1","0.13","22.611","20.525","1266.743","904.772"
"7","14","20","0","0","19","1.9","0.13","0","19","0","0"
"7","14","21","0","0","18","1.9","0.13","0","18","0","0"
"7","14","22","0","0","18","1.9","0.13","0","18","0","0"
"7","14","23","0","0","17","1.9","0.13","0","17","0","0"
"7","15","0","0","0","17","1.9","0.13","0","17","0","0"
"7","15","1","0","0","17","1.7","0.13","0","17","0","0"
"7","15","2","0","0","16","1.4","0.13","0","16","0","0"
"7","15","3","0","0","16","1.3","0.13","0","16","0","0"
"7","15","4","0","0","16","1.5","0.13","0","16","0","0"
"7","15","5","95","17","17","2.2","0.13","13.05","17.264","524.459","188.79"
"7","15","6","456","63","18","2.8","0.13","104.15","20.013","5338.223","4831.984"
"7","15","7","37","150","19","2.8","0.13","150.795","22.157","10038.485","9365.696"
"7","15","8","284","234","20","2.6","0.13","380.313","28.259","25510.771","24289.738"
"7","15","9","118","330","22","2.3","0.13","406.9","31.303","26586.561","25327.409"
"7","15","10","73","380","23","2.3","0.13","432.159","32.856","27850.19","26546.262"
"7","15","11","309","409","23","2.2","0.13","714.358","39.624","45202.893","43284.09"
"7","15","12","347","411","24","1.7","0.13","768.426","43.805","47778.525","45768.457"
"7","15","13","883","125","25","1.7","0.13","996.481","50.768","60752.22","58282.442"
"7","15","14","865","119","25","2","0.13","904.608","46.991","56280.342","53969.02"
"7","15","15","831","112","25","2.1","0.13","757.582","43.079","48225.837","46199.919"
"7","15","16","770","105","24","2.2","0.13","569.139","37.348","37346.395","35705.979"
"7","15","17","669","93","24","1.9","0.13","354.253","32.76","22857.739","21730.714"
"7","15","18","505","71","23","1.3","0.13","150.199","27.032","8160.251","7554.016"
"7","15","19","212","31","21","1","0.13","23.451","21.695","1299.305","936.181"
"7","15","20","0","0","20","1.1","0.13","0","20","0","0"
"7","15","21","0","0","19","1.3","0.13","0","19","0","0"
"7","15","22","0","0","19","1.6","0.13","0","19","0","0"
"7","15","23","0","0","19","1.7","0.13","0","19","0","0"
"7","16","0","0","0","18","1.6","0.13","0","18","0","0"
"7","16","1","0","0","18","1.6","0.13","0","18","0","0"
"7","16","2","0","0","18","1.6","0.13","0","18","0","0"
"7","16","3","0","0","18","1.7","0.13","0","18","0","0"
"7","16","4","0","0","18","1.9","0.13","0","18","0","0"
"7","16","5","71","15","18","2.4","0.13","11.466","18.223","455.604","122.375"
"7","16","6","382","67","19","2.9","0.13","98.282","20.889","5174.731","4674.285"
"7","16","7","565","100","21","3","0.13","283.604","26.676","18191.692","17230.003"
"7","16","8","666","126","22","3.1","0.13","489.461","31.773","32823.84","31343.676"
"7","16","9","723","148","23","3.1","0.13","680.817","36.559","44506.465","42612.339"
"7","16","10","739","176","24","3","0.13","831.78","40.813","53065.246","50867.848"
"7","16","11","749","193","25","3","0.13","927.403","43.726","58180.681","55802.023"
"7","16","12","19","317","26","3","0.13","319.853","32.421","20338.587","19300.825"
"7","16","13","452","376","26","3","0.13","834.925","42.825","52256.426","50087.688"
"7","16","14","328","388","26","3.2","0.13","687.776","39.411","43688.175","41823.044"
"7","16","15","264","342","25","3.6","0.13","543.515","34.962","35245.703","33679.723"
"7","16","16","662","144","24","4.2","0.13","542.886","33.162","36130.561","34533.226"
"7","16","17","150","185","22","4.6","0.13","231.908","25.693","15386.869","14524.566"
"7","16","18","422","83","21","4.5","0.13","145.694","23.25","8263.633","7653.735"
"7","16","19","155","32","19","3.8","0.13","24.299","19.42","1351.75","986.767"
"7","16","20","0","0","17","3.3","0.13","0","17","0","0"
"7","16","21","0","0","16","3","0.13","0","16","0","0"
"7","16","22","0","0","16","2.6","0.13","0","16","0","0"
"7","16","23","0","0","15","2.2","0.13","0","15","0","0"
"7","17","0","0","0","15","1.9","0.13","0","15","0","0"
"7","17","1","0","0","15","1.9","0.13","0","15","0","0"
"7","17","2","0","0","14","2","0.13","0","14","0","0"
"7","17","3","0","0","14","2.1","0.13","0","14","0","0"
"7","17","4","0","0","14","2.1","0.13","0","14","0","0"
"7","17","5","139","15","15","2.5","0.13","11.546","15.221","465.963","132.367"
"7","17","6","522","53","17","2.9","0.13","100.713","18.875","4906.342","4415.406"
"7","17","7","703","74","18","2.9","0.13","305.081","24.197","19650.198","18636.828"
"7","17","8","807","86","20","2.7","0.13","526.33","31.262","35491.264","33916.582"
"7","17","9","871","92","21","2.4","0.13","728.657","37.426","47595.571","45591.985"
"7","17","10","876","115","22","2.1","0.13","882.427","43.035","55897.543","53599.786"
"7","17","11","254","437","23","1.8","0.13","689.823","40.4","43444.757","41588.251"
"7","17","12","906","119","24","1.6","0.13","1032.349","51.279","62730.938","60191.047"
"7","17","13","904","116","24","1.4","0.13","1008.199","51.875","61190.42","58705.115"
"7","17","14","235","410","25","1.2","0.13","618.853","42.883","38648.269","36961.722"
"7","17","15","856","105","25","1.1","0.13","769.859","47.921","48059.008","46039.001"
"7","17","16","804","95","24","1","0.13","579.247","41.725","37375.008","35733.578"
"7","17","17","717","82","24","0.7","0.13","362.978","35.93","23112.145","21976.105"
"7","17","18","563","62","23","0.5","0.13","151.097","27.959","7986.949","7386.855"
"7","17","19","253","28","21","0.6","0.13","21.475","21.704","1162.628","804.346"
"7","17","20","0","0","20","0.9","0.13","0","20","0","0"
"7","17","21","0","0","19","1.1","0.13","0","19","0","0"
"7","17","22","0","0","18","1.2","0.13","0","18","0","0"
"7","17","23","0","0","18","1.3","0.13","0","18","0","0"
"7","18","0","0","0","17","1.3","0.13","0","17","0","0"
"7","18","1","0","0","17","1.3","0.13","0","17","0","0"
"7","18","2","0","0","17","1.4","0.13","0","17","0","0"
"7","18","3","0","0","17","1.3","0.13","0","17","0","0"
"7","18","4","0","0","17","1.2","0.13","0","17","0","0"
"7","18","5","115","14","18","1.3","0.13","13.318","18.327","533.634","197.64"
"7","18","6","482","56","20","1.6","0.13","98.555","22.379","4826.79","4338.672"
"7","18","7","669","80","22","1.9","0.13","297.685","29.297","18792.687","17809.702"
"7","18","8","772","96","24","2","0.13","516.683","36.62","34085.393","32560.527"
"7","18","9","829","109","25","1.9","0.13","717.048","42.83","45800.808","43860.818"
"7","18","10","811","147","26","1.9","0.13","862.393","47.4","53614.325","51397.471"
"7","18","11","829","155","26","1.9","0.13","966.487","49.958","59140.255","56727.596"
"7","18","12","833","159","27","1.9","0.13","1006.851","51.948","60965.253","58487.926"
"7","18","13","819","163","27","1.9","0.13","979.086","51.265","59521.539","57095.369"
"7","18","14","799","156","27","2","0.13","887.628","48.571","54813.915","52554.555"
"7","18","15","762","146","27","2","0.13","741.312","45.043","46758.998","44785.056"
"7","18","16","705","129","27","2","0.13","553.638","40.507","35821.828","34235.433"
"7","18","17","611","107","26","1.9","0.13","344.208","34.513","22053.884","20955.342"
"7","18","18","451","77","24","1.7","0.13","144.691","27.566","7943.525","7344.97"
"7","18","19","165","30","22","1.7","0.13","22.775","22.567","1216.497","856.306"
"7","18","20","0","0","21","1.8","0.13","0","21","0","0"
"7","18","21","0","0","21","1.8","0.13","0","21","0","0"
"7","18","22","0","0","20","1.5","0.13","0","20","0","0"
"7","18","23","0","0","20","1.3","0.13","0","20","0","0"
"7","19","0","0","0","20","1.2","0.13","0","20","0","0"
"7","19","1","0","0","20","1.2","0.13","0","20","0","0"
"7","19","2","0","0","20","1.2","0.13","0","20","0","0"
"7","19","3","0","0","19","1.3","0.13","0","19","0","0"
"7","19","4","0","0","19","1.5","0.13","0","19","0","0"
"7","19","5","79","13","20","2.1","0.13","12.367","20.255","488.826","154.42"
"7","19","6","426","59","21","2.4","0.13","94.897","22.968","4759.702","4273.962"
"7","19","7","166","157","23","1.9","0.13","200.135","27.951","12967.947","12191.356"
"7","19","8","712","108","26","1.8","0.13","495.141","38.602","32361.595","30897.81"
"7","19","9","340","299","27","1.8","0.13","542.613","40.74","34538.587","32997.662"
"7","19","10","794","143","28","1.7","0.13","843.394","49.831","51919.537","49762.736"
"7","19","11","806","154","29","1.7","0.13","943.267","53.39","56910.632","54576.977"
"7","19","12","800","165","29","1.8","0.13","979.958","53.792","58890.475","56486.666"
"7","19","13","134","453","30","1.9","0.13","585.615","44.45","36085.461","34489.724"
"7","19","14","753","170","30","1.8","0.13","860.164","51.783","52396.215","50222.524"
"7","19","15","49","316","29","1.8","0.13","341.674","37.624","21567.032","20485.741"
"7","19","16","663","138","29","1.9","0.13","537.279","42.376","34466.975","32928.588"
"7","19","17","276","170","28","1.6","0.13","268.643","35.097","17170.42","16244.919"
"7","19","18","431","77","27","1","0.13","140.977","31.096","7640.336","7052.523"
"7","19","19","166","29","25","0.7","0.13","22.016","25.696","1139.032","781.587"
"7","19","20","0","0","24","0.9","0.13","0","24","0","0"
"7","19","21","0","0","23","1.4","0.13","0","23","0","0"
"7","19","22","0","0","22","1.5","0.13","0","22","0","0"
"7","19","23","0","0","22","1.4","0.13","0","22","0","0"
"7","20","0","0","0","21","1.4","0.13","0","21","0","0"
"7","20","1","0","0","21","1.6","0.13","0","21","0","0"
"7","20","2","0","0","21","2.2","0.13","0","21","0","0"
"7","20","3","0","0","21","2.3","0.13","0","21","0","0"
"7","20","4","0","0","21","1.9","0.13","0","21","0","0"
"7","20","5","0","10","22","2.4","0.13","9.513","22.185","367.17","37.074"
"7","20","6","222","81","23","3.2","0.13","92.67","24.747","5255.306","4752.005"
"7","20","7","142","157","24","3.7","0.13","192.135","27.467","12482.238","11722.858"
"7","20","8","355","216","25","3.9","0.13","400.7","32.053","26575.744","25316.975"
"7","20","9","185","328","26","3.9","0.13","453.736","33.953","29479.261","28117.608"
"7","20","10","358","362","27","4","0.13","676.065","38.671","43178.037","41330.982"
"7","20","11","810","154","28","4.3","0.13","947.075","43.696","59488.346","57063.352"
"7","20","12","824","155","28","4.1","0.13","993.846","44.932","61978.175","59464.957"
"7","20","13","66","422","29","3.4","0.13","478.847","38.015","30136.635","28751.689"
"7","20","14","0","133","29","2.9","0.13","124.359","31.541","7697.643","7107.8"
"7","20","15","812","117","29","2.9","0.13","750.65","44.461","47519.389","45518.504"
"7","20","16","736","114","28","2.8","0.13","556.89","39.696","36187.989","34588.62"
"7","20","17","181","180","27","2.2","0.13","239.318","32.588","15439.324","14575.163"
"7","20","18","458","74","26","1.3","0.13","143.399","29.86","7749.482","7157.802"
"7","20","19","169","29","25","0.9","0.13","22.066","25.657","1121.64","764.811"
"7","20","20","0","0","24","0.9","0.13","0","24","0","0"
"7","20","21","0","0","23","1","0.13","0","23","0","0"
"7","20","22","0","0","22","1.1","0.13","0","22","0","0"
"7","20","23","0","0","22","1.2","0.13","0","22","0","0"
"7","21","0","0","0","21","1.5","0.13","0","21","0","0"
"7","21","1","0","0","21","1.8","0.13","0","21","0","0"
"7","21","2","0","0","20","2","0.13","0","20","0","0"
"7","21","3","0","0","20","2","0.13","0","20","0","0"
"7","21","4","0","0","20","2","0.13","0","20","0","0"
"7","21","5","0","11","20","2.4","0.13","10.464","20.204","410.172","78.553"
"7","21","6","195","75","21","2.5","0.13","84.645","22.804","4848.366","4359.484"
"7","21","7","244","148","23","2.4","0.13","217.909","27.877","14064.016","13248.587"
"7","21","8","117","243","25","2.3","0.13","295.198","31.769","19316.932","18315.371"
"7","21","9","201","326","26","1.8","0.13","463.39","37.722","29681.845","28313.014"
"7","21","10","817","138","27","1.4","0.13","857.927","50.745","52625.65","50443.829"
"7","21","11","820","155","28","1.1","0.13","957.676","56.44","57027.644","54689.843"
"7","21","12","802","173","29","0.7","0.13","990.143","61.617","57504.729","55150.023"
"7","21","13","419","379","29","0.5","0.13","806.505","57.057","47544.474","45542.699"
"7","21","14","123","411","29","0.7","0.13","519.571","46.061","31850.699","30405.017"
"7","21","15","592","226","29","0.6","0.13","690.574","52.433","42089.009","40280.543"
"7","21","16","281","254","29","0.3","0.13","415.23","44.405","26061.453","24820.907"
"7","21","17","99","180","28","0.2","0.13","205.942","35.876","13071.783","12291.513"
"7","21","18","48","98","27","0.2","0.13","96.417","30.671","5967.206","5438.68"
"7","21","19","0","20","26","0.5","0.13","18.541","26.612","909.518","560.205"
"7","21","20","0","0","24","0.8","0.13","0","24","0","0"
"7","21","21","0","0","23","1","0.13","0","23","0","0"
"7","21","22","0","0","23","1.2","0.13","0","23","0","0"
"7","21","23","0","0","22","1.3","0.13","0","22","0","0"
"7","22","0","0","0","22","1.3","0.13","0","22","0","0"
"7","22","1","0","0","22","1.2","0.13","0","22","0","0"
"7","22","2","0","0","22","0.9","0.13","0","22","0","0"
"7","22","3","0","0","22","1.1","0.13","0","22","0","0"
"7","22","4","0","0","22","1.8","0.13","0","22","0","0"
"7","22","5","0","5","22","2.7","0.13","4.756","22.088","176.9","0"
"7","22","6","26","73","22","2.9","0.13","67.819","23.388","4266.259","3798.004"
"7","22","7","0","51","23","2.5","0.13","47.321","24.047","2996.029","2572.783"
"7","22","8","134","243","23","2.6","0.13","304.335","29.603","20122.572","19092.464"
"7","22","9","0","138","24","3.3","0.13","128.795","26.469","8233.206","7624.385"
"7","22","10","16","269","25","3.6","0.13","267.718","29.89","17214.626","16287.558"
"7","22","11","146","445","26","2.9","0.13","586.476","37.998","37153.412","35519.834"
"7","22","12","377","388","26","1.8","0.13","776.273","45.593","47975.525","45958.476"
"7","22","13","68","423","27","1.3","0.13","482.121","40.571","30037.15","28655.73"
"7","22","14","151","414","27","1.3","0.13","547.986","42.453","34163.248","32635.624"
"7","22","15","646","196","27","1.4","0.13","702.978","46.465","43997.323","42121.238"
"7","22","16","0","135","27","1.4","0.13","125.802","30.474","7956.493","7357.478"
"7","22","17","218","175","26","1.1","0.13","250.403","33.436","16103.205","15215.52"
"7","22","18","289","99","25","0.8","0.13","136.083","29.237","7844.568","7249.518"
"7","22","19","59","26","24","0.5","0.13","21.148","24.692","1026.02","672.579"
"7","22","20","0","0","23","0.3","0.13","0","23","0","0"
"7","22","21","0","0","22","0.2","0.13","0","22","0","0"
"7","22","22","0","0","22","0.4","0.13","0","22","0","0"
"7","22","23","0","0","22","0.7","0.13","0","22","0","0"
"7","23","0","0","0","21","0.9","0.13","0","21","0","0"
"7","23","1","0","0","20","1","0.13","0","20","0","0"
"7","23","2","0","0","20","1.1","0.13","0","20","0","0"
"7","23","3","0","0","20","1.2","0.13","0","20","0","0"
"7","23","4","0","0","20","1.2","0.13","0","20","0","0"
"7","23","5","0","8","20","1.6","0.13","7.61","20.174","293.409","0"
"7","23","6","265","75","21","1.9","0.13","90.023","23.132","4973.093","4479.792"
"7","23","7","432","130","22","1.6","0.13","262.918","28.896","16776.928","15865.37"
"7","23","8","561","164","23","1.2","0.13","464.261","36.518","30481.784","29084.608"
"7","23","9","285","311","24","1","0.13","514.485","39.668","32834.829","31354.275"
"7","23","10","155","397","25","1.1","0.13","528.174","40.639","33215.812","31721.759"
"7","23","11","185","424","26","1.3","0.13","602.933","42.996","37496.164","35850.441"
"7","23","12","77","440","27","1.6","0.13","510.603","40.422","31847.77","30402.191"
"7","23","13","12","243","27","1.8","0.13","241.196","33.069","15181.121","14326.108"
"7","23","14","34","342","27","2.1","0.13","363.023","35.602","22987.926","21856.288"
"7","23","15","189","348","26","2.2","0.13","486.938","37.351","31182.102","29760.111"
"7","23","16","383","230","26","2","0.13","452.662","37.025","29430.78","28070.845"
"7","23","17","553","118","26","1.6","0.13","330.368","34.711","21133.209","20067.29"
"7","23","18","392","81","25","1.2","0.13","136.49","28.786","7533.867","6949.827"
"7","23","19","127","25","23","1.1","0.13","18.986","23.523","890.232","541.602"
"7","23","20","0","0","22","1.4","0.13","0","22","0","0"
"7","23","21","0","0","21","2","0.13","0","21","0","0"
"7","23","22","0","0","20","2.7","0.13","0","20","0","0"
"7","23","23","0","0","19","3.2","0.13","0","19","0","0"
"7","24","0","0","0","18","3.4","0.13","0","18","0","0"
"7","24","1","0","0","18","3.6","0.13","0","18","0","0"
"7","24","2","0","0","17","3.6","0.13","0","17","0","0"
"7","24","3","0","0","17","3.5","0.13","0","17","0","0"
"7","24","4","0","0","16","3.5","0.13","0","16","0","0"
"7","24","5","24","8","16","4","0.13","7.61","16.114","299.783","0"
"7","24","6","357","67","17","4.7","0.13","91.58","18.347","4875.892","4386.035"
"7","24","7","0","109","18","5.2","0.13","100.875","19.492","6730.218","6174.655"
"7","24","8","84","235","19","5.5","0.13","267.061","22.802","18047.115","17090.548"
"7","24","9","11","221","20","5.6","0.13","215.322","23.018","14238.757","13417.136"
"7","24","10","32","326","21","5.5","0.13","343.726","25.866","22634.843","21515.716"
"7","24","11","20","317","21","5.5","0.13","320.107","25.526","20968.731","19908.641"
"7","24","12","27","357","22","5.5","0.13","376.634","27.323","24562.251","23374.828"
"7","24","13","176","452","22","5.5","0.13","626.757","30.874","40875.3","39109.841"
"7","24","14","28","327","22","5.4","0.13","342.78","26.909","22440.087","21327.861"
"7","24","15","846","110","21","5.3","0.13","765.908","32.183","50951.251","48828.761"
"7","24","16","82","258","21","5.1","0.13","293.787","25.386","19634.97","18622.14"
"7","24","17","703","85","20","4.5","0.13","356.299","25.728","23591.114","22438.102"
"7","24","18","549","61","19","3.5","0.13","144.242","21.521","7750.47","7158.755"
"7","24","19","227","24","17","2.4","0.13","18.546","17.38","857.665","510.19"
"7","24","20","0","0","16","1.9","0.13","0","16","0","0"
"7","24","21","0","0","15","1.8","0.13","0","15","0","0"
"7","24","22","0","0","15","1.8","0.13","0","15","0","0"
"7","24","23","0","0","15","1.9","0.13","0","15","0","0"
"7","25","0","0","0","14","1.9","0.13","0","14","0","0"
"7","25","1","0","0","14","1.8","0.13","0","14","0","0"
"7","25","2","0","0","13","1.8","0.13","0","13","0","0"
"7","25","3","0","0","13","1.8","0.13","0","13","0","0"
"7","25","4","0","0","13","1.8","0.13","0","13","0","0"
"7","25","5","99","9","14","2.3","0.13","8.562","14.17","342.698","13.47"
"7","25","6","519","48","16","2.9","0.13","90.187","17.657","4258.791","3790.8"
"7","25","7","708","70","18","3.2","0.13","296.844","23.725","19029.06","18037.7"
"7","25","8","803","87","20","3.4","0.13","520.247","29.906","35297.771","33729.945"
"7","25","9","855","100","21","3","0.13","721.559","35.625","47494.824","45494.808"
"7","25","10","879","113","22","2.6","0.13","881.061","41.111","56287.151","53975.589"
"7","25","11","898","118","23","2.2","0.13","988.59","46.087","61550.955","59052.875"
"7","25","12","903","121","24","1.8","0.13","1031.209","50.103","63000.763","60451.31"
"7","25","13","898","120","25","1.6","0.13","1006.256","51.599","61170.397","58685.802"
"7","25","14","415","342","25","1.5","0.13","728.23","44.65","45417.951","43491.527"
"7","25","15","495","255","25","1.5","0.13","642.115","42.367","40745.669","38984.803"
"7","25","16","801","95","24","1.6","0.13","574.755","39.268","37488.376","35842.928"
"7","25","17","713","81","23","1.5","0.13","356.549","32.603","22959.907","21829.261"
"7","25","18","557","59","21","1.2","0.13","143.003","24.879","7525.42","6941.679"
"7","25","19","231","23","19","1.4","0.13","17.734","19.437","764.897","420.709"
"7","25","20","0","0","18","1.7","0.13","0","18","0","0"
"7","25","21","0","0","17","1.8","0.13","0","17","0","0"
"7","25","22","0","0","17","1.9","0.13","0","17","0","0"
"7","25","23","0","0","17","1.9","0.13","0","17","0","0"
"7","26","0","0","0","16","1.8","0.13","0","16","0","0"
"7","26","1","0","0","16","1.7","0.13","0","16","0","0"
"7","26","2","0","0","16","1.7","0.13","0","16","0","0"
"7","26","3","0","0","16","1.6","0.13","0","16","0","0"
"7","26","4","0","0","16","1.3","0.13","0","16","0","0"
"7","26","5","0","0","17","1","0.13","0","0","0","0"
"7","26","6","136","72","18","1.3","0.13","75.145","20.073","4456.229","3981.243"
